time,id,rssi
2017-01-01T01:01:03Z,4C34333473,-69
2017-01-01T01:01:03Z,2D661955CE,-62
2017-01-01T01:01:03Z,4C191E614A,-65
2017-01-01T01:01:03Z,1E33335595,-93
2017-01-01T01:01:03Z,2D52781987,-61
